State,Program,Service Category,Notes,Total Computable,Federal Share,Federal Share Medicaid,Federal Share ARRA,Federal Share BIPP,State Share,Year,Location
Oklahoma,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,0,0,,,,0,2016,"Oklahoma
(35.468494, -97.521264)"
Alaska,Medical Assistance Program,T-Physician & Surgical Services - Sup. Payments,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Missouri,Medical Assistance Program,C-Other Services,,2941604,2862181,2862181,0,0,79423,2016,"Missouri
(38.636168, -92.566292)"
Utah,Medical Assistance Program,Hospice Benefits,,17211193,12090186,12090186,0,0,5121007,2016,"Utah
(39.359772, -111.584173)"
North Carolina,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
New Mexico,Medical Assistance Program,T-Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Connecticut,Medical Assistance Program,T-Home & Community-Based Services - Reg. Pay. (Waiv),,0,341527,0,0,0,-341527,2016,"Connecticut
(41.544654, -72.651713)"
Arkansas,Medical Assistance Program,C-Dental Services,,-2197582,-1274859,-1274859,0,0,-922723,2016,"Arkansas
(34.748745, -92.275105)"
Minnesota,Administration,Operation of an Approved Medicaid Eligibility Determination Systems – Cost of In-house Activities,,12615619,9461714,,,,3153905,2016,"Minnesota
(46.357661, -94.793397)"
New York,Administration,Total Net Expenditures,,1913661718,1129036951,,,,784624767,2016,"New York
(42.826892, -75.544286)"
Rhode Island,Medical Assistance Program,T-Medicaid - MCO,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
New Hampshire,Medical Assistance Program,T-Personal Care Services - SDS 1915(j),,0,0,0,0,0,0,2016,"New Hampshire
(43.657736, -71.500736)"
Oklahoma,Medical Assistance Program,C-Drug Rebate - National,,-21990989,-21043178,-21043178,0,0,-947811,2016,"Oklahoma
(35.468494, -97.521264)"
New Jersey,Medical Assistance Program,Mental Health Facility - DSH,,357370460,178685231,178685231,0,0,178685229,2016,"New Jersey
(40.104655, -74.386686)"
Illinois,Administration,Operation of an Approved Medicaid Eligibility Determination Systems – Cost of In-house Activities,,3678,2759,,,,919,2016,"Illinois
(40.477092, -88.993221)"
North Dakota,Medical Assistance Program,Total Net Expenditures,,1162904244,734796366,734809978,-13612,0,428107878,2016,"North Dakota
(47.475879, -100.121011)"
Pennsylvania,Medical Assistance Program,Rehabilitative Services (non-school-based),,1613872,885292,885292,0,0,728580,2016,"Pennsylvania
(40.789676, -77.858055)"
Florida,Medical Assistance Program,T-Drug Rebate Offset - National,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Connecticut,Medical Assistance Program,Non-Emergency Medical Transportation,,46635830,27982366,27982366,0,0,18653464,2016,"Connecticut
(41.544654, -72.651713)"
Vermont,Medical Assistance Program,T-MCO PIHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Oregon,Administration,Approved MMIS: Private,,24069474,18052107,,,,6017367,2016,"Oregon
(44.567912, -120.156945)"
Georgia,Medical Assistance Program,MCO PIHP - Community First Choice,,0,0,0,0,0,0,2016,"Georgia
(32.836038, -83.631709)"
Florida,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Florida
(28.915325, -81.922409)"
Maryland,Medical Assistance Program,C-Outpatient Hospital Services,,20661661,18182262,18182262,0,0,2479399,2016,"Maryland
(39.290443, -76.612333)"
Kansas,Medical Assistance Program,T-Federally-Qualified Health Center,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Kansas,Medical Assistance Program,C-Hospice,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Georgia,Medical Assistance Program,Federally-Qualified Health Center,,8613209,5827106,5827165,-59,0,2786103,2016,"Georgia
(32.836038, -83.631709)"
New Mexico,Administration,Family Planning,,0,0,,,,0,2016,"New Mexico
(34.520396, -106.244402)"
Arizona,Administration,Immigration Status,,0,0,,,,0,2016,"Arizona
(34.869712, -111.760902)"
Michigan,Medical Assistance Program,Collections,,-166357594,-111980069,-111980069,0,0,-54377525,2016,"Michigan
(44.66399, -84.711206)"
Colorado,Medical Assistance Program,C-Collections,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Puerto Rico,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Northern Mariana Islands,Medical Assistance Program,Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Arkansas,Administration,MMIS - Inhouse Activities,,871676,756853,,,,114823,2016,"Arkansas
(34.748745, -92.275105)"
Alabama,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Florida,Medical Assistance Program,Non-Emergency Medical Transportation,,9164211,5559928,5559928,0,0,3604283,2016,"Florida
(28.915325, -81.922409)"
Alaska,Medical Assistance Program,Primary Care Case Management,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
North Dakota,Medical Assistance Program,T-Emergency Hospital Services,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Maine,Medical Assistance Program,Inpatient Hospital - Sup. Payments,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Indiana,Medical Assistance Program,T-Outpatient Hospital Services - Reg. Payments,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
Alabama,Medical Assistance Program,"Services for Speech, Hearing & Language",,637804,445897,445897,0,0,191907,2016,"Alabama
(32.839182, -86.631125)"
Ohio,Medical Assistance Program,Personal Care Services - SDS 1915(j),,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Indiana,Medical Assistance Program,T-Primary Care Case Management,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
Utah,Medical Assistance Program,"T-Medicaid MCO - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
West Virginia,Medical Assistance Program,T-Inpatient Hospital - Reg. Payments,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
American Samoa,Medical Assistance Program,Nurse Mid-Wife,,0,0,0,0,0,0,2016,American Samoa
Indiana,Medical Assistance Program,T-Drug Rebate Offset - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
American Samoa,Medical Assistance Program,Targeted Case Management Services - Com. Case-Man.,,0,0,0,0,0,0,2016,American Samoa
Virgin Islands,Medical Assistance Program,C-Clinic Services,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Oklahoma,Administration,Skilled Professional Medical Personnel - Single State Agency,,-1401724,-1051276,,,,-350448,2016,"Oklahoma
(35.468494, -97.521264)"
Connecticut,Medical Assistance Program,Critical Access Hospitals,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
Pennsylvania,Medical Assistance Program,Other Practitioners Services - Reg. Payments,,1421767,785438,785438,0,0,636329,2016,"Pennsylvania
(40.789676, -77.858055)"
Wyoming,Medical Assistance Program,T-Dental Services,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Connecticut,Administration,TPL - Assignment Of Rights,,0,0,,,,0,2016,"Connecticut
(41.544654, -72.651713)"
Massachusetts,Medical Assistance Program,T-Personal Care Services - Reg. Payments,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Northern Mariana Islands,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
New Jersey,Medical Assistance Program,T-Mental Health Facility - DSH,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Maine,Medical Assistance Program,T-Hospice Benefits,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Colorado,Medical Assistance Program,Drug Rebate Offset - National,,-416116309,-293911743,-293909151,-2592,0,-122204566,2016,"Colorado
(38.841772, -106.132562)"
Florida,Medical Assistance Program,Personal Care Services - Reg. Payments,,69753131,42319225,42319225,0,0,27433906,2016,"Florida
(28.915325, -81.922409)"
Rhode Island,Medical Assistance Program,Inpatient Hospital - DSH,,139680713,70427016,70427016,0,0,69253697,2016,"Rhode Island
(41.707447, -71.522488)"
Guam,Medical Assistance Program,C-Inpatient Hospital Services - DSH,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Texas,Administration,Preadmission Screening,,1466614,1099962,,,,366652,2016,"Texas
(31.827233, -99.423022)"
Indiana,Medical Assistance Program,Diagnostic Screening & Preventive Services,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
California,Administration,Eligibility Determination Staff – Cost of In-house Activities – 50% FFP,,0,0,,,,0,2016,"California
(37.640735, -121.002435)"
Guam,Administration,Citizenship Verification Technology CHIPRA,,0,0,,,,0,2016,"Guam
(13.3532, 144.653198)"
New Mexico,Administration,Citizenship Verification Technology CHIPRA,,0,0,,,,0,2016,"New Mexico
(34.520396, -106.244402)"
Idaho,Medical Assistance Program,T-Mental Health Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Texas,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Colorado,Medical Assistance Program,T-MCO PAHP - Community First Choice,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Washington,Medical Assistance Program,Nursing Facility Services - Reg. Payments,,627034525,321718178,321718178,0,0,305316347,2016,"Washington
(47.517368, -120.467672)"
Connecticut,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,51173567,38380176,,,,12793391,2016,"Connecticut
(41.544654, -72.651713)"
South Dakota,Medical Assistance Program,C-Home and Community-Based Services - Regular Payment (WAIVER),,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Iowa,Medical Assistance Program,C-Hospice,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Maryland,Medical Assistance Program,C-Total Net,,290190510,255367645,255367645,0,0,34822865,2016,"Maryland
(39.290443, -76.612333)"
New Mexico,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"New Mexico
(34.520396, -106.244402)"
Florida,Medical Assistance Program,T-Intermediate Care Facility - Public,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
Maryland,Administration,Skilled Professional Medical Personnel - Other Agency,,23573588,17680192,,,,5893396,2016,"Maryland
(39.290443, -76.612333)"
Utah,Medical Assistance Program,MCO PIHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Utah
(39.359772, -111.584173)"
Maryland,Administration,HIT: Planning: Cost of Private Contractors,,0,0,,,,0,2016,"Maryland
(39.290443, -76.612333)"
Puerto Rico,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Colorado,Medical Assistance Program,Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Maryland,Medical Assistance Program,T-Other Care Services,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
Idaho,Medical Assistance Program,T-Inpatient Hospital - Reg. Payments,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Alabama,Medical Assistance Program,Medicaid - Group Health,,451754,315641,315641,0,0,136113,2016,"Alabama
(32.839182, -86.631125)"
Iowa,Medical Assistance Program,Rehabilitative Services (non-school-based),,11099602,6135148,6135148,0,0,4964454,2016,"Iowa
(42.46942, -93.815856)"
New Hampshire,Administration,Mechanized Systems: Private Sector,,0,0,,,,0,2016,"New Hampshire
(43.657736, -71.500736)"
New Mexico,Medical Assistance Program,T-Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Nebraska,Administration,Resident Review,,0,0,,,,0,2016,"Nebraska
(41.640503, -99.367122)"
Alabama,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Idaho,Medical Assistance Program,Total Not Newly,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Virgin Islands,Medical Assistance Program,Intermediate Care Facility - Public,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Hawaii,Medical Assistance Program,T-Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Hawaii
(21.30992, -157.858158)"
North Dakota,Administration,Approved MMIS: Inhouse,,0,0,,,,0,2016,"North Dakota
(47.475879, -100.121011)"
West Virginia,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
Rhode Island,Medical Assistance Program,T-Abortions,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Puerto Rico,Medical Assistance Program,EPSDT Screening,,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Ohio,Medical Assistance Program,Emergency Services for Undocumented Aliens,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
North Dakota,Medical Assistance Program,T-Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
New Hampshire,Administration,HIT: Implementation and Operation: Cost of Private Contractors,,542515,488264,,,,54251,2016,"New Hampshire
(43.657736, -71.500736)"
New Jersey,Medical Assistance Program,MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Washington,Administration,Non-Emergency Medical Transportation,,0,0,,,,0,2016,"Washington
(47.517368, -120.467672)"
Virginia,Medical Assistance Program,T-Personal Care Services - Reg. Payments,,0,0,0,0,0,0,2016,"Virginia
(37.542699, -78.45822)"
Oregon,Medical Assistance Program,T-Other Practitioners Services - Reg. Payments,,0,0,0,0,0,0,2016,"Oregon
(44.567912, -120.156945)"
Northern Mariana Islands,Administration,MMIS - Private Sector,,0,0,,,,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Delaware,Medical Assistance Program,T-Physician & Surgical Services - Reg. Payments,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Louisiana,Medical Assistance Program,Inpatient Hospital - Reg. Payments,,152482181,95172643,95148828,23815,0,57309538,2016,"Louisiana
(31.2931, -92.463284)"
Arkansas,Medical Assistance Program,"Services for Speech, Hearing & Language",,31964807,22378634,22378656,-22,0,9586173,2016,"Arkansas
(34.748745, -92.275105)"
Nebraska,Medical Assistance Program,C-Dental Services,,7259970,6399277,6399277,0,0,860693,2016,"Nebraska
(41.640503, -99.367122)"
New Hampshire,Medical Assistance Program,"T-Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"New Hampshire
(43.657736, -71.500736)"
California,Medical Assistance Program,C-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"California
(37.640735, -121.002435)"
Montana,Administration,TANF Secondary 75%,,0,0,,,,0,2016,"Montana
(47.062617, -109.430168)"
Wisconsin,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,64924508,60876327,60876327,0,0,4048181,2016,"Wisconsin
(44.395526, -89.834513)"
Delaware,Medical Assistance Program,Balance,,1888440200,1172811569,1172811569,0,0,715628631,2016,"Delaware
(39.008676, -75.574561)"
New Mexico,Medical Assistance Program,Health Home w Chronic Conditions,,516035,464432,464432,0,0,51603,2016,"New Mexico
(34.520396, -106.244402)"
Florida,Medical Assistance Program,Home & Community-Based Services - Reg. Pay. (Waiv),,963765185,584716323,584716323,0,0,379048862,2016,"Florida
(28.915325, -81.922409)"
Maryland,Medical Assistance Program,C-Laboratory/Radiological Services,,480848,423146,423146,0,0,57702,2016,"Maryland
(39.290443, -76.612333)"
Washington,Administration,Approved MMIS: Inhouse,,18336508,13752381,,,,4584127,2016,"Washington
(47.517368, -120.467672)"
North Carolina,Medical Assistance Program,Intermediate Care - Private,,2172228,1438883,1438883,0,0,733345,2016,"North Carolina
(35.47995, -79.180571)"
Georgia,Medical Assistance Program,Medicare - Part A,,4976808,3361834,3361834,0,0,1614974,2016,"Georgia
(32.836038, -83.631709)"
Tennessee,Medical Assistance Program,T-Prepaid Ambulatory Health Plan,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
New Jersey,Administration,Eligibility Determination Staff – Cost of In-house Activities,,276493541,207370156,,,,69123385,2016,"New Jersey
(40.104655, -74.386686)"
Virgin Islands,Medical Assistance Program,T-Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Ohio,Medical Assistance Program,T-Coinsurance,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Idaho,Medical Assistance Program,Medicaid - MCO,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Alabama,Administration,Eligibility Determination Staff – Cost of In-house Activities – 50% FFP,,6490832,3245417,,,,3245415,2016,"Alabama
(32.839182, -86.631125)"
Arizona,Medical Assistance Program,T-Tobacco Cessation for Preg Women,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Minnesota,Administration,"Program Integrity/Fraud, Waste, and Abuse Activities",,2327792,1163897,,,,1163895,2016,"Minnesota
(46.357661, -94.793397)"
Kansas,Medical Assistance Program,T-Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Texas,Medical Assistance Program,C-Collections,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Connecticut,Medical Assistance Program,T-School Based Services,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
New York,Medical Assistance Program,C-Inpatient Hospital Services - Reg. Payments,,0,0,0,0,0,0,2016,"New York
(42.826892, -75.544286)"
Virginia,Administration,Translation and Interpretation,,17176,12883,,,,4293,2016,"Virginia
(37.542699, -78.45822)"
Rhode Island,Medical Assistance Program,"T-MCO PAHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Montana,Medical Assistance Program,T-Other Care Services,,0,0,0,0,0,0,2016,"Montana
(47.062617, -109.430168)"
South Dakota,Medical Assistance Program,C-Outpatient Mental Health,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Northern Mariana Islands,Medical Assistance Program,T-Emergency,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Illinois,Medical Assistance Program,C-Family Planning,,0,0,0,0,0,0,2016,"Illinois
(40.477092, -88.993221)"
West Virginia,Administration,Collections,,0,0,,,,0,2016,"West Virginia
(38.668501, -80.709421)"
Vermont,Medical Assistance Program,Home & Community-Based Services - Reg. Pay. (Waiv),,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
